Titulo;Rua;Metros;Quartos;Banheiro;Garagem;Preço;Link;Id;Concatenados
Setor Marista, Goiânia;Rua 146;137 m²;3;3;2;R$ 1.440.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-137m2-id-2780106622/?source=ranking%2Crp;2780106622;Setor Marista, GoiâniaRua 146137 m²33R$ 1.440.000
Setor Marista, Goiânia;Rua 1123;45 m²;1;1;1;R$ 410.000;https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-com-piscina-setor-marista-goiania-45m2-id-2771990318/?source=ranking%2Crp;2771990318;Setor Marista, GoiâniaRua 112345 m²11R$ 410.000
Setor Marista, Goiânia;Rua Mário Bittar;99 m²;3;5;2;R$ 1.080.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-99m2-id-2757714328/?source=ranking%2Crp;2757714328;Setor Marista, GoiâniaRua Mário Bittar99 m²35R$ 1.080.000
Setor Marista, Goiânia;Rua 147;115 m²;3;3;2;R$ 930.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-115m2-id-2793260838/?source=ranking%2Crp;2793260838;Setor Marista, GoiâniaRua 147115 m²33R$ 930.000
Setor Marista, Goiânia;Rua 145;32 m²;1;1;1;R$ 395.000;https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-setor-marista-goiania-32m2-id-2775006014/?source=ranking%2Crp;2775006014;Setor Marista, GoiâniaRua 14532 m²11R$ 395.000
Setor Marista, Goiânia;Rua 140;43 m²;1;1;2;R$ 499.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-setor-marista-goiania-43m2-id-2795231065/?source=ranking%2Crp;2795231065;Setor Marista, GoiâniaRua 14043 m²11R$ 499.000
Setor Marista, Goiânia;Alameda Ricardo Paranhos;116 m²;3;4;2;R$ 930.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-116m2-id-2553571800/?source=ranking%2Crp;2553571800;Setor Marista, GoiâniaAlameda Ricardo Paranhos116 m²34R$ 930.000
Setor Marista, Goiânia;Rua 138;87 m²;2;3;1;R$ 799.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-87m2-id-2563469768/?source=ranking%2Crp;2563469768;Setor Marista, GoiâniaRua 13887 m²23R$ 799.000
Setor Marista, Goiânia;Rua 38;136 m²;3;3;2;R$ 1.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-136m2-id-2613239902/?source=ranking%2Crp;2613239902;Setor Marista, GoiâniaRua 38136 m²33R$ 1.300.000
Setor Marista, Goiânia;Rua 1141;121 m²;3;4;2;R$ 1.190.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-121m2-id-2614682714/?source=ranking%2Crp;2614682714;Setor Marista, GoiâniaRua 1141121 m²34R$ 1.190.000
Setor Marista, Goiânia;Rua 141;48 m²;1;1;1;R$ 410.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-48m2-id-2800416331/?source=ranking%2Crp;2800416331;Setor Marista, GoiâniaRua 14148 m²11R$ 410.000
Setor Marista, Goiânia;Rua 135;50 m²;1;1;1;R$ 565.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-50m2-id-2795138926/?source=ranking%2Crp;2795138926;Setor Marista, GoiâniaRua 13550 m²11R$ 565.000
Setor Marista, Goiânia;Rua 24;119 m²;3;3;2;R$ 1.119.116;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-119m2-id-2701905094/?source=ranking%2Crp;2701905094;Setor Marista, GoiâniaRua 24119 m²33R$ 1.119.116
Setor Marista, Goiânia;Rua 1141;38 m²;1;1;1;R$ 430.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-academia-setor-marista-goiania-38m2-id-2745583327/?source=ranking%2Crp;2745583327;Setor Marista, GoiâniaRua 114138 m²11R$ 430.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;84 m²;3;4;2;R$ 900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-setor-marista-goiania-84m2-id-2759697126/?source=ranking%2Crp;2759697126;Setor Marista, GoiâniaRua Amélia Artiaga Jardim84 m²34R$ 900.000
Setor Marista, Goiânia;Alameda Coronel Joaquim de Bastos;139 m²;3;5;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-go-139m2-id-2694458176/?source=ranking%2Crp;2694458176;Setor Marista, GoiâniaAlameda Coronel Joaquim de Bastos139 m²35R$ 1.100.000
Setor Marista, Goiânia;Rua 148;207 m²;3;5;3;R$ 1.950.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-go-207m2-id-2803982614/?source=ranking%2Crp;2803982614;Setor Marista, GoiâniaRua 148207 m²35R$ 1.950.000
Setor Marista, Goiânia;Alameda Coronel Eugênio Jardim;240 m²;3;6;4;R$ 3.299.900;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-240m2-id-2445889401/?source=ranking%2Crp;2445889401;Setor Marista, GoiâniaAlameda Coronel Eugênio Jardim240 m²36R$ 3.299.900
Setor Marista, Goiânia;Rua 1128;326 m²;4;6;4;R$ 3.699.900;https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-piscina-setor-marista-goiania-326m2-id-2479944107/?source=ranking%2Crp;2479944107;Setor Marista, GoiâniaRua 1128326 m²46R$ 3.699.900
Setor Marista, Goiânia;;162 m²;3;5;3;R$ 2.000.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-162m2-id-2791892414/?source=ranking%2Crp;2791892414;Setor Marista, Goiânianan162 m²35R$ 2.000.000
Setor Marista, Goiânia;Rua Mário Bittar;100 m²;3;3;2;R$ 960.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-100m2-id-2736632268/?source=ranking%2Crp;2736632268;Setor Marista, GoiâniaRua Mário Bittar100 m²33R$ 960.000
Setor Marista, Goiânia;Rua 1138;70 m²;2;3;1;R$ 830.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-70m2-id-2725795525/?source=ranking%2Crp;2725795525;Setor Marista, GoiâniaRua 113870 m²23R$ 830.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;72 m²;2;3;1;R$ 890.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-setor-marista-goiania-72m2-id-2651629957/?source=ranking%2Crp;2651629957;Setor Marista, GoiâniaRua Amélia Artiaga Jardim72 m²23R$ 890.000
Setor Marista, Goiânia;Rua 145;36 m²;1;1;0;R$ 440.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-36m2-id-2795447333/?source=ranking%2Crp;2795447333;Setor Marista, GoiâniaRua 14536 m²11R$ 440.000
Setor Marista, Goiânia;Rua 145;138 m²;3;5;2;R$ 990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-138m2-id-2684357085/?source=ranking%2Crp;2684357085;Setor Marista, GoiâniaRua 145138 m²35R$ 990.000
Setor Marista, Goiânia;Rua 1124;125 m²;3;1;2;R$ 1.570.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-125m2-id-2785970317/?source=ranking%2Crp;2785970317;Setor Marista, GoiâniaRua 1124125 m²31R$ 1.570.000
Setor Marista, Goiânia;Rua T 55;34 m²;1;1;1;R$ 399.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-34m2-id-2759483539/?source=ranking%2Crp;2759483539;Setor Marista, GoiâniaRua T 5534 m²11R$ 399.000
Setor Marista, Goiânia;Rua 145;139 m²;3;4;2;R$ 1.260.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-139m2-id-2698375429/?source=ranking%2Crp;2698375429;Setor Marista, GoiâniaRua 145139 m²34R$ 1.260.000
Setor Marista, Goiânia;Rua 1141;71 m²;2;2;1;R$ 737.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-71m2-id-2797490134/?source=ranking%2Crp;2797490134;Setor Marista, GoiâniaRua 114171 m²22R$ 737.000
Setor Marista, Goiânia;Rua 145;133 m²;3;4;3;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-133m2-id-2744988058/?source=ranking%2Crp;2744988058;Setor Marista, GoiâniaRua 145133 m²34R$ 1.100.000
Setor Marista, Goiânia;Avenida D;44 m²;1;1;1;R$ 695.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-setor-marista-goiania-44m2-id-2802665213/?source=ranking%2Crp;2802665213;Setor Marista, GoiâniaAvenida D44 m²11R$ 695.000
Setor Marista, Goiânia;Rua 146;140 m²;3;4;2;R$ 1.323.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-140m2-id-2803756132/?source=ranking%2Crp;2803756132;Setor Marista, GoiâniaRua 146140 m²34R$ 1.323.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;4;2;R$ 1.220.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-111m2-id-2744951598/?source=ranking%2Crp;2744951598;Setor Marista, GoiâniaRua 1141111 m²34R$ 1.220.000
Setor Marista, Goiânia;Rua 1128;105 m²;3;4;2;R$ 1.025.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-105m2-id-2773654514/?source=ranking%2Crp;2773654514;Setor Marista, GoiâniaRua 1128105 m²34R$ 1.025.000
Setor Marista, Goiânia;Rua 38;355 m²;4;6;4;R$ 4.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-355m2-id-2786090379/?source=ranking%2Crp;2786090379;Setor Marista, GoiâniaRua 38355 m²46R$ 4.300.000
Setor Marista, Goiânia;Rua 1128;166 m²;3;5;2;R$ 2.200.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-166m2-id-2804376986/?source=ranking%2Crp;2804376986;Setor Marista, GoiâniaRua 1128166 m²35R$ 2.200.000
Setor Marista, Goiânia;Rua 135;178 m²;3;5;3;R$ 1.850.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-178m2-id-2753547499/?source=ranking%2Crp;2753547499;Setor Marista, GoiâniaRua 135178 m²35R$ 1.850.000
Setor Marista, Goiânia;Rua 1128;90 m²;3;1;2;R$ 945.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-90m2-id-2690936655/?source=ranking%2Crp;2690936655;Setor Marista, GoiâniaRua 112890 m²31R$ 945.000
Setor Marista, Goiânia;Rua 15;45 m²;1;1;1;R$ 470.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-armario-de-cozinha-setor-marista-goiania-go-45m2-id-2790522920/?source=ranking%2Crp;2790522920;Setor Marista, GoiâniaRua 1545 m²11R$ 470.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;71 m²;2;2;2;R$ 799.275;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-71m2-id-2747116043/?source=ranking%2Crp;2747116043;Setor Marista, GoiâniaRua Amélia Artiaga Jardim71 m²22R$ 799.275
Setor Marista, Goiânia;Rua 15;52 m²;1;1;1;R$ 688.655;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-setor-marista-goiania-52m2-id-2684070736/?source=ranking%2Crp;2684070736;Setor Marista, GoiâniaRua 1552 m²11R$ 688.655
Setor Marista, Goiânia;Rua 1141;121 m²;3;5;2;R$ 1.290.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-121m2-id-2803329434/?source=ranking%2Crp;2803329434;Setor Marista, GoiâniaRua 1141121 m²35R$ 1.290.000
Setor Marista, Goiânia;Rua 145;32 m²;1;1;0;R$ 390.000;https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-setor-marista-goiania-32m2-id-2791639690/?source=ranking%2Crp;2791639690;Setor Marista, GoiâniaRua 14532 m²11R$ 390.000
Setor Marista, Goiânia;Rua 135;137 m²;3;5;2;R$ 1.430.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-137m2-id-2795423619/?source=ranking%2Crp;2795423619;Setor Marista, GoiâniaRua 135137 m²35R$ 1.430.000
Setor Marista, Goiânia;Rua 145;66 m²;2;3;1;R$ 650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-66m2-id-2786213168/?source=ranking%2Crp;2786213168;Setor Marista, GoiâniaRua 14566 m²23R$ 650.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;39 m²;1;1;1;R$ 507.568;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-setor-marista-goiania-39m2-id-2747116206/?source=ranking%2Crp;2747116206;Setor Marista, GoiâniaRua Amélia Artiaga Jardim39 m²11R$ 507.568
Setor Marista, Goiânia;;62 m²;2;2;1;R$ 672.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-62m2-id-2803712634/?source=ranking%2Crp;2803712634;Setor Marista, Goiânianan62 m²22R$ 672.000
Setor Marista, Goiânia;Rua 138;47 m²;1;1;1;R$ 490.000;https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-mobiliado-setor-marista-goiania-47m2-id-2696520760/?source=ranking%2Crp;2696520760;Setor Marista, GoiâniaRua 13847 m²11R$ 490.000
Setor Marista, Goiânia;Rua 1123;110 m²;3;4;2;R$ 1.170.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-110m2-id-2788649264/?source=ranking%2Crp;2788649264;Setor Marista, GoiâniaRua 1123110 m²34R$ 1.170.000
Setor Marista, Goiânia;;138 m²;3;4;2;R$ 1.290.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-138m2-id-2761855215/?source=ranking%2Crp;2761855215;Setor Marista, Goiânianan138 m²34R$ 1.290.000
Setor Marista, Goiânia;Rua 1124;125 m²;3;2;2;R$ 1.650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-125m2-id-2621213724/?source=ranking%2Crp;2621213724;Setor Marista, GoiâniaRua 1124125 m²32R$ 1.650.000
Setor Marista, Goiânia;Rua 145;133 m²;3;5;3;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-133m2-id-2627318811/?source=ranking%2Crp;2627318811;Setor Marista, GoiâniaRua 145133 m²35R$ 1.150.000
Setor Marista, Goiânia;Rua 135;65 m²;2;2;1;R$ 450.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-65m2-id-2801496719/?source=ranking%2Crp;2801496719;Setor Marista, GoiâniaRua 13565 m²22R$ 450.000
Setor Marista, Goiânia;Rua 147;115 m²;3;4;2;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-115m2-id-2771442423/?source=ranking%2Crp;2771442423;Setor Marista, GoiâniaRua 147115 m²34R$ 1.350.000
Setor Marista, Goiânia;Rua Mário Bittar;137 m²;4;5;2;R$ 1.680.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-setor-marista-goiania-137m2-id-2802745318/?source=ranking%2Crp;2802745318;Setor Marista, GoiâniaRua Mário Bittar137 m²45R$ 1.680.000
Setor Marista, Goiânia;Rua 140;41 m²;2;1;2;R$ 560.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-41m2-id-2787131661/?source=ranking%2Crp;2787131661;Setor Marista, GoiâniaRua 14041 m²21R$ 560.000
Setor Marista, Goiânia;Rua 1128;104 m²;3;4;2;R$ 1.050.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-go-104m2-id-2748130323/?source=ranking%2Crp;2748130323;Setor Marista, GoiâniaRua 1128104 m²34R$ 1.050.000
Setor Marista, Goiânia;Rua 1124;157 m²;3;5;2;R$ 2.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-go-157m2-id-2765617924/?source=ranking%2Crp;2765617924;Setor Marista, GoiâniaRua 1124157 m²35R$ 2.150.000
Setor Marista, Goiânia;Rua 1141;121 m²;3;4;2;R$ 999.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-121m2-id-2576233815/?source=ranking%2Crp;2576233815;Setor Marista, GoiâniaRua 1141121 m²34R$ 999.999
Setor Marista, Goiânia;Rua T 53;45 m²;1;1;1;R$ 399.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-45m2-id-2770057632/?source=ranking%2Crp;2770057632;Setor Marista, GoiâniaRua T 5345 m²11R$ 399.000
Setor Marista, Goiânia;Rua 1128;167 m²;3;5;3;R$ 1.650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-167m2-id-2738657778/?source=ranking%2Crp;2738657778;Setor Marista, GoiâniaRua 1128167 m²35R$ 1.650.000
Setor Marista, Goiânia;Rua 34;189 m²;3;4;3;R$ 1.890.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-189m2-id-2746525098/?source=ranking%2Crp;2746525098;Setor Marista, GoiâniaRua 34189 m²34R$ 1.890.000
Setor Marista, Goiânia;Rua 1128;80 m²;2;4;1;R$ 853.321;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-varanda-gourmet-setor-marista-goiania-80m2-id-2733483737/?source=ranking%2Crp;2733483737;Setor Marista, GoiâniaRua 112880 m²24R$ 853.321
Setor Marista, Goiânia;Rua 147;115 m²;3;4;2;R$ 1.450.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-115m2-id-2759521517/?source=ranking%2Crp;2759521517;Setor Marista, GoiâniaRua 147115 m²34R$ 1.450.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;72 m²;2;3;1;R$ 810.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-72m2-id-2795479234/?source=ranking%2Crp;2795479234;Setor Marista, GoiâniaRua Amélia Artiaga Jardim72 m²23R$ 810.000
Setor Marista, Goiânia;Rua 1141;370 m²;4;5;0;R$ 2.499.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-setor-marista-goiania-370m2-id-2709426708/?source=ranking%2Crp;2709426708;Setor Marista, GoiâniaRua 1141370 m²45R$ 2.499.000
Setor Marista, Goiânia;Rua 146;128 m²;3;4;2;R$ 1.580.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-128m2-id-2619453208/?source=ranking%2Crp;2619453208;Setor Marista, GoiâniaRua 146128 m²34R$ 1.580.000
Setor Marista, Goiânia;Rua 1123;110 m²;3;2;0;R$ 929.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-110m2-id-2776432232/?source=ranking%2Crp;2776432232;Setor Marista, GoiâniaRua 1123110 m²32R$ 929.000
Setor Marista, Goiânia;Rua 135;122 m²;3;4;0;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-122m2-id-2730864928/?source=ranking%2Crp;2730864928;Setor Marista, GoiâniaRua 135122 m²34R$ 1.350.000
Setor Marista, Goiânia;Rua 140;43 m²;1;1;1;R$ 473.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-43m2-id-2706337492/?source=ranking%2Crp;2706337492;Setor Marista, GoiâniaRua 14043 m²11R$ 473.000
Setor Marista, Goiânia;Rua 42;134 m²;3;4;2;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-134m2-id-2800315616/?source=ranking%2Crp;2800315616;Setor Marista, GoiâniaRua 42134 m²34R$ 1.350.000
Setor Marista, Goiânia;Rua 145;130 m²;3;4;3;R$ 1.130.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-130m2-id-2786511822/?source=ranking%2Crp;2786511822;Setor Marista, GoiâniaRua 145130 m²34R$ 1.130.000
Setor Marista, Goiânia;Rua 143;114 m²;3;4;2;R$ 950.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-114m2-id-2642611731/?source=ranking%2Crp;2642611731;Setor Marista, GoiâniaRua 143114 m²34R$ 950.000
Setor Marista, Goiânia;Rua 1144;102 m²;3;4;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-102m2-id-2802084322/?source=ranking%2Crp;2802084322;Setor Marista, GoiâniaRua 1144102 m²34R$ 1.100.000
Setor Marista, Goiânia;Rua 28;64 m²;2;2;1;R$ 718.256;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-64m2-id-2711694298/?source=ranking%2Crp;2711694298;Setor Marista, GoiâniaRua 2864 m²22R$ 718.256
Setor Marista, Goiânia;Rua 1141;135 m²;3;3;2;R$ 1.295.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-go-135m2-id-2800626937/?source=ranking%2Crp;2800626937;Setor Marista, GoiâniaRua 1141135 m²33R$ 1.295.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;261 m²;4;6;4;R$ 2.979.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-go-261m2-id-2767771537/?source=ranking%2Crp;2767771537;Setor Marista, GoiâniaRua Amélia Artiaga Jardim261 m²46R$ 2.979.000
Setor Marista, Goiânia;Rua Mário Bittar;99 m²;3;4;2;R$ 890.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-99m2-id-2798289338/?source=ranking%2Crp;2798289338;Setor Marista, GoiâniaRua Mário Bittar99 m²34R$ 890.000
Setor Marista, Goiânia;Rua 135;121 m²;3;4;2;R$ 1.330.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-121m2-id-2793475581/?source=ranking%2Crp;2793475581;Setor Marista, GoiâniaRua 135121 m²34R$ 1.330.000
Setor Marista, Goiânia;Rua Mário Bittar;135 m²;4;4;2;R$ 1.199.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-135m2-id-2479946184/?source=ranking%2Crp;2479946184;Setor Marista, GoiâniaRua Mário Bittar135 m²44R$ 1.199.999
